  0.32   206    240    452    674    826    904    903    790    583    348    151     -3   -152
  0.53   165    437    702    898   1016   1058   1029    922    744    517    265     10   -239
  0.56   214    392    638    837    940    974    966    900    762    555    301     27   -242
  0.63   238    520    797    990   1108   1156   1130   1027    856    626    345     33   -279
  0.76   238    548    838   1019   1139   1193   1159   1038    860    631    345     20   -302
  0.94   242    609    897   1067   1192   1253   1213   1082    900    671    376     25   -329
  0.95   259    582    856   1041   1164   1207   1168   1056    886    657    366     30   -308
  1.26   254    655    930   1112   1242   1295   1260   1140    959    720    413     48   -334
  1.32   251    642    930   1106   1251   1324   1280   1142    961    736    433     55   -334
  1.7    285    681    972   1150   1295   1366   1326   1190   1001    759    438     46   -356
  2.1    277    719   1021   1207   1356   1424   1374   1223   1020    765    433     29   -387
  2.5    272    724   1039   1239   1388   1457   1412   1264   1055    792    458     53   -371
  3.0    283    731   1055   1264   1418   1482   1433   1284   1072    801    457     51   -368
  3.6    250    769   1112   1322   1475   1537   1480   1321   1104    829    474     44   -402
  4.3    265    752   1139   1365   1520   1592   1540   1371   1142    868    520     90   -372
  5.3    258    754   1160   1409   1570   1643   1598   1437   1202    910    545    107   -358
  6.2    265    762   1180   1452   1626   1691   1628   1452   1212    922    561    121   -356
  7.2    265    755   1184   1478   1663   1730   1665   1488   1244    947    579    133   -350
  8.1    222    780   1222   1522   1703   1761   1693   1516   1267    954    568    116   -362
 10.0    227    744   1204   1549   1758   1820   1754   1584   1334   1010    609    149   -332
 13.8    234    753   1237   1607   1843   1917   1839   1647   1381   1046    637    167   -323
 19.4    206    756   1222   1629   1923   2030   1962   1762   1482   1130    703    217   -288
 22.2    138    740   1220   1634   1942   2063   2002   1802   1512   1147    707    212   -293
 36.2    150    688   1188   1610   1939   2120   2126   1953   1655   1269    810    298   -229
 46.2    108    699   1189   1615   1936   2105   2126   1981   1684   1268    779    263   -249
 56.2    100    657   1153   1595   1927   2102   2140   2026   1760   1358    862    326   -202
 66.2    -12    649   1146   1578   1897   2066   2106   2002   1753   1372    897    371   -164
 76.2     52    545   1062   1508   1838   2024   2082   1999   1782   1440    995    480    -60
 86.2     28    625   1115   1527   1852   2034   2076   1979   1756   1403    929    390   -146
 96.2     37    614   1133   1550   1858   2030   2072   1972   1740   1384    922    392   -150
106.2      8    607   1122   1534   1836   2000   2037   1943   1729   1392    941    415   -127
116.2     24    579   1094   1509   1806   1972   2016   1931   1725   1401    967    451    -94
126.2     14    584   1111   1507   1799   1973   2020   1930   1721   1396    957    434   -110
136.2     59    587   1113   1522   1810   1979   2033   1949   1733   1396    954    437   -104
146.2      0    627   1166   1563   1848   2025   2083   1986   1741   1372    909    388   -147
