  0.7    157    274    383    460    491    490    471    430    357    250    118    -21   -154
  0.8    170    283    401    480    510    508    490    450    377    270    138     -5   -146
  0.9    180    314    435    505    529    530    513    465    382    269    133    -18   -168
  1.0    196    337    465    531    554    556    536    486    405    292    149    -16   -183
  1.2    200    362    492    552    572    575    555    503    418    304    157    -18   -197
  1.4    199    372    507    562    581    589    573    519    427    304    153    -23   -204
  1.6    208    387    526    580    597    602    583    526    437    321    173     -7   -201
  1.9    213    411    556    610    631    637    613    551    457    336    181     -9   -213
  2.2    223    422    584    637    654    660    636    570    471    347    189     -7   -220
  2.5    225    436    599    655    670    675    654    590    487    356    193     -6   -223
  2.9    222    445    609    677    698    700    674    607    504    369    197    -11   -233
  3.5    210    443    620    698    721    721    693    624    516    375    202     -5   -229
  4.2    203    449    637    727    753    751    722    651    540    395    218      9   -219
  4.9    187    443    648    754    785    781    749    674    557    405    226     17   -212
  4.9    202    431    636    739    773    774    744    666    546    397    222     15   -214
  5.8    188    455    658    772    812    808    770    691    571    416    230     14   -220
  6.9    195    437    660    804    852    844    805    726    602    441    251     35   -201
  8.4    183    441    666    822    887    887    845    753    614    441    246     32   -201
 10.2    172    426    659    837    925    930    882    789    654    478    273     49   -186
 12.2    178    435    664    850    959    973    922    826    688    507    290     54   -186
 14.9    153    424    651    850    978   1009    968    869    720    528    304     65   -178
 18.2    132    416    652    857    994   1043   1011    910    755    558    333     90   -159
 22.6    103    409    645    846    995   1067   1056    966    810    606    367    109   -149
 28.5     64    371    619    828    983   1072   1084   1013    864    659    417    156   -110
 37.4     41    347    599    813    970   1059   1078   1026    898    702    457    187    -87
 47.4     26    320    574    789    951   1045   1067   1019    903    725    496    233    -43
 47.4      0    314    572    786    951   1050   1075   1029    915    738    508    243    -33
 57.2      2    283    539    758    925   1028   1059   1020    911    739    518    265     -2
 67.5     21    277    530    746    913   1016   1046   1007    897    725    504    253     -7
 77.3     12    291    538    752    915   1011   1038    996    884    710    489    240    -19
 87.6     25    287    534    745    905   1003   1031    992    882    710    489    240    -19
108.2     13    295    545    755    913   1008   1033    990    879    706    483    232    -28
127.8     25    285    535    747    909   1007   1035    996    887    715    494    244    -15
147.5      0    294    544    755    915   1011   1036    993    882    709    487    234    -26

