 96.0    38    84   132   204   383  1136  1944  3465  5522
 96.9    37    82   130   199   395  1147  2040  3722  5699
 97.8    37    81   127   194   443  1155  1928  3565  5267
 98.6    37    80   125   190   450  1141  2039  3541  5419
 99.5    37    78   123   185   452  1105  2071  3375  5449
100.4    35    76   120   182   465  1109  1993  3461  5099
101.3    34    74   118   179   481  1072  1858  3522  5044
102.2    33    72   116   178   443  1091  1922  3594  5359
103.1    32    72   113   177   459  1011  1872  3371  4895
104.0    32    70   111   175   458  1030  1886  3195  5016
104.9    32    68   108   173   496  1057  1850  3459  5011
105.8    31    66   105   170   469  1011  1744  3322  4630
106.6    30    65   103   167   431  1001  1874  3309  5171
107.5    29    63   100   165   480   975  1887  3307  4816
108.4    28    62    99   162   477   905  1907  3271  4799
109.3    27    60    95   159   461   917  1799  3043  4733
110.2    27    58    93   155   470   939  1718  2918  4305
111.1    27    57    91   152   467  1018  1696  2929  4848
112.0    27    56    88   149   475   961  1688  3123  4666
112.9    25    54    86   146   476   893  1673  2788  4353
113.8    24    52    83   143   456   851  1582  2887  4254
114.6    23    50    80   143   454   805  1541  2775  4328
115.5    22    48    78   146   444   862  1434  2816  4346
116.4    22    47    75   142   442   849  1423  2646  4186
117.3    21    45    73   138   454   829  1526  2814  4144
118.2    21    44    70   134   458   827  1494  2894  4117
119.1    20    42    67   130   441   774  1422  2596  4086
120.0    19    40    64   125   423   771  1376  2585  3832
120.9    19    38    61   121   431   771  1423  2756  3731
121.8    18    37    59   116   397   718  1321  2671  4048
122.6    17    35    56   111   403   689  1377  2524  3702
123.5    16    33    53   103   411   706  1340  2508  3739
124.4    16    31    50    97   417   717  1242  2197  3408
125.3    15    30    47    92   433   680  1266  2458  3474
126.2    15    29    45    89   410   639  1207  2278  3636
127.1    14    27    42    95   389   560  1057  2203  3516
128.0    13    25    40    89   356   592  1119  2179  3424
128.9    12    23    37    87   352   582  1063  2072  3093
129.8    12    22    34    85   348   548  1030  1908  3174
130.6    11    21    32    86   338   560   922  1936  3081
131.5    11    20    29    77   352   526  1010  1997  2999
132.4    10    18    27    74   337   542   977  1805  2926
133.3    10    17    25    71   308   486   950  1814  2748
134.2     9    16    23    66   291   476   923  1694  2742
135.1     9    15    21    63   282   489   827  1578  2705
136.0     8    14    19    61   269   409   805  1657  2742
136.9     8    13    18    58   255   381   777  1398  2313
137.8     7    12    16    56   250   402   782  1308  2096
138.6     7    12    14    54   228   364   745  1304  2192
139.5     7    12    13    55   225   374   685  1226  1985
140.4     7    11    12    54   207   405   625  1228  1859
141.3     6    11    12    56   198   371   569  1256  1805
142.2     6    11    11    58   191   320   541  1126  1812
143.1     6    12    11    59   174   285   562  1106  1712
144.0     6    12    12    55   171   268   542  1160  1612
144.9     7    13    13    51   161   233   470   971  1478
145.8     7    14    14    51   155   212   442   943  1544
146.6     7    15    16    55   146   210   414   906  1362
147.5     8    16    19    59   137   191   376   797  1223
148.4     9    18    21    58   133   190   381   734  1202
149.3    10    20    24    56   121   186   355   715  1143
150.2    11    22    28    54   108   166   308   689  1077
151.1    11    23    31    53    95   158   249   591   973
152.0    12    25    35    53    87   148   246   518   920
152.9    13    28    38    54    80   138   245   498   868
153.8    13    30    41    54    75   125   208   453   759
154.6    14    32    45    54    69   111   183   394   673
155.5    15    34    49    53    63   103   168   391   538
156.4    16    36    52    52    60    97   178   320   479
157.3    18    39    55    53    57    83   146   293   412
158.2    19    41    58    55    52    76   122   320   384
159.1    20    44    62    59    49    74   105   311   353
160.0    21    45    64    61    48    73   106   227   319
160.9    22    47    68    63    48    66   112   213   379
161.8    23    49    71    64    50    62   114   207   323
162.6    24    51    74    65    51    63   131   222   327
163.5    25    53    77    68    54    72   126   213   330
164.4    26    56    81    71    58    83   136   227   313
165.3    27    58    85    74    63    93   156   250   324
166.2    27    60    88    78    70   104   168   288   348
167.1    29    62    90    82    77   118   190   287   369
168.0    29    62    93    87    83   136   206   302   377
168.9    30    64    95    92    90   155   227   349   434
169.8    32    66    99    96    97   170   247   370   477
170.6    32    70   102    99   103   183   269   417   525
171.5    33    72   105   101   112   204   285   460   596
172.4    34    73   107   105   121   212   306   508   652
173.3    35    73   108   111   129   218   336   551   683
174.2    36    73   110   115   137   226   369   564   727
175.1    36    75   114   119   145   245   402   578   773
176.0    37    78   118   121   156   265   416   637   833
176.9    37    81   123   123   168   276   435   656   894
177.8    38    83   126   126   178   289   452   664   907
178.6    39    85   127   131   183   304   463   721   941
179.5    40    86   127   137   186   303   490   775   977
180.4    41    87   128   143   190   315   516   809  1037
181.3    41    88   131   147   196   334   530   832  1089
182.2    42    89   135   151   203   351   544   860  1150
183.1    42    91   138   155   211   361   561   892  1195
184.0    43    93   140   160   219   369   580   921  1250
184.9    43    95   140   166   226   376   602   948  1315
185.8    44    95   140   174   234   375   625   951  1289
186.6    45    94   142   182   238   385   657   972  1397
187.5    46    95   145   186   245   394   671  1027  1525
188.4    46    98   150   187   255   403   697  1048  1614
189.3    47   100   154   189   260   421   716  1135  1771
190.2    47   103   157   190   263   430   711  1161  1753
191.1    47   104   158   192   268   444   725  1206  1676
192.0    47   104   159   196   271   454   737  1233  1705
192.9    48   105   159   202   275   470   746  1276  1833
193.8    49   106   160   206   281   481   760  1281  1905
194.6    50   107   162   211   285   488   773  1362  1922
195.5    50   108   166   212   290   487   801  1424  2041
196.4    50   108   168   212   296   491   823  1489  2201
197.3    50   110   170   213   300   498   830  1415  2288
198.2    51   111   169   216   303   506   811  1451  2286
199.1    51   111   169   222   306   512   837  1570  2419
200.0    52   111   170   230   308   518   863  1584  2553
200.9    53   113   172   235   313   529   887  1668  2529
201.8    53   115   174   239   320   545   911  1749  2797
202.6    53   117   177   241   330   546   927  1769  2765
203.5    53   118   178   244   335   541   923  1870  3063
204.4    53   118   177   245   338   550   927  1984  3491
205.3    54   117   177   249   341   566   942  2170  3203
206.2    54   118   177   254   344   569   970  2246  3441
207.1    54   120   180   260   349   576  1039  2319  3533
208.0    55   121   182   264   355   578  1087  2189  3706
208.9    55   122   186   265   364   576  1081  2253  3650
209.8    55   122   188   266   373   576  1053  2530  3521
210.6    55   123   190   268   377   583  1059  2605  3666
211.5    55   123   191   270   375   594  1057  2555  3878
212.4    55   123   191   273   373   607  1062  2608  4047
213.3    56   124   192   275   376   621  1140  2785  3878
214.2    56   125   193   276   381   622  1322  2606  3961
