  0.77    26     45     67     77     88     93     88     80     69     57     41     30     31
  1.4     24     42     71     81     86     92     92     86     76     64     47     35     33
  1.9     30     38     64     79     91     97     96     88     78     68     53     40     34
  2.5     34     40     65     79     93    102    102     95     83     72     58     45     38
  3.0     40     34     64     80     92    100    102     96     85     75     61     48     40
  3.6     35     36     62     78     92    103    104     96     85     77     65     51     41
  4.8     47     41     57     78     98    107    106    100     91     82     68     55     44
  5.9     45     39     52     71     92    105    107    101     92     84     73     60     47
  7.1     47     34     57     69     89    108    106     94     92     95     81     52     33
  9.1     53     44     46     66     92    108    114    112    105     95     81     67     54
 14.0     63     54     42     54     84    102    109    108    107    103     92     78     62
 18.6     71     59     48     49     64     85    104    111    111    109    101     84     61
 23.2     83     62     54     48     60     78     94    102    106    105     98     85     71
 33.2     74     65     63     55     49     59     76     86     95    104    105     91     70
 43.2     82     70     67     55     47     51     61     71     86    100    102     87     67
 53.2     68     72     67     64     56     47     48     60     79     90     91     84     76
 63.2     80     71     61     64     57     45     44     52     64     79     92     90     73
 83.2     72     74     64     59     56     49     41     44     58     73     83     83     79
103.2     71     67     64     63     54     46     44     45     50     63     78     77     64
123.2     66     60     62     61     52     45     42     47     57     65     70     70     69
143.2     57     66     57     61     51     39     43     50     51     55     68     75     64
