  0.0     86     94    107     99    100     74
  1.8     76     92     99     88     92     78
  3.5     82    104     93    100    111     82
  5.3     83     98     93     98    108     80
  7.1     82    100     90    101     97     82
  8.8     87     87     91     91     95     89
 10.6     87     96     92     92     97     82
 12.4     79     93     90    104    100     81
 14.1     93     76     93    104     97     87
 15.9     85     86    106    101    100     72
 17.7     95     83     99     92     94     86
 19.5     81     85     91     78     85     72
 21.3    105     95     91    102     83     80
 23.0     90     81     96    108     86     71
 24.8     98     82     93     97     73     67
 26.6     81    103    103     98     78     75
 28.3    104     85     94    100     95     69
 30.1     99     78     91    104     97     65
 31.9     98    113     95     96     85     80
 33.7    112     94     90    105     97     76
 35.4    107    102     91     94     87     64
 37.2    119    110     84     96     75     68
 39.0    107    110     77     95     87     79
 40.8    124    104     75     97     85     70
 42.5    110    103     83     74     83     61
 44.3    121    105     82     71     83     59
 46.1    113    138     78     79     70     57
 47.9    132    122     80     96     70     56
 49.6    135    126     76     76     79     61
 51.4    125    136     79     76     75     57
 53.2    130    132     99     73     63     45
 54.9    110    130     89     69     57     45
 56.7    125    141     83     66     61     47
 58.5    144    145    102     56     59     43
 60.3    135    160    101     44     61     35
 62.1    141    147    105     57     63     39
 63.8    142    129    104     73     61     36
 65.6    130    157     96     61     56     46
 67.4    133    156    105     53     59     45
 69.1    162    150    105     48     49     38
 70.9    163    132    125     60     62     41
 72.7    137    156    109     53     57     36
 74.4    165    145    105     48     59     40
 76.3    158    158    128     54     54     38
 78.0    148    155    113     58     61     41
 79.8    138    176    144     54     62     32
 81.6    154    144    139     52     58     48
 83.3    160    166    145     50     52     40
 85.1    151    180    121     50     51     47
 86.9    158    198    140     46     50     41
 88.6    188    166    137     65     58     52
 90.4    141    161    160     47     58     48
 92.2    160    182    158     61     57     38
 93.9    163    168    155     59     56     38
 95.8    151    156    145     57     60     43
 97.5    146    182    154     56     58     53
 99.3    139    189    157     57     50     51
101.1    162    178    126     73     52     46
102.8    173    171    161     82     52     53
104.6    158    151    145     85     59     53
106.4    141    159    159     84     54     55
108.1    158    119    159     83     65     63
109.9    127    147    128     94     79     78
111.7    147    150    149    145     78     78
113.4    155    152    135    139     77     88
115.3    169    143    176    130     74     84
117.0    167    143    146    146     89     76
118.8    151    161    174    155     91     97
120.6    169    161    178    124     98     94
122.3    180    137    184    175     98     76
124.1    153    159    179    139    106     92
125.9    175    138    192    147     93     80
127.6    148    166    197    174    113     76
129.4    155    172    177    160     88     89
131.2    178    173    157    131    111     70
133.0    154    182    153    134     89     71
134.8    136    169    182    137     95     70
136.5    139    164    158    140     84     76
138.3    130    142    166    144     96     75
140.1    141    153    153    140    104     71
141.8    132    147    147    137    101     71
143.6    120    129    155    139     97     63
145.4    133    142    151    113     98     72
147.2    115    134    147    123    102     74
148.9    135    129    141    126    113     88
150.7    119    126    130    114     99     86
152.5    124    135    131    117    101     73
154.3    117    133    129    120    107     66
156.0    100    119    130    123    101     74
157.8     97    120    126    116     98     76
159.6     96    108    155    110    101     72
161.4    101    104    153    123     97     65
163.1     90    114    138    128    101     75
164.9    102    113    139    115    100     74
166.7     92    107    123    121    116     74
168.4     86    107    127    109    118     71
170.2     78    104    139    120    121     66
172.0     83    119    129    123    107     71
173.8     87    106    132    127    104     77
175.6     84     99    125    124    108     72
177.3     76    116    103    117    102     79
179.1     83    101    124    112    106     74
180.9     74     95    127     95     90     68
182.6     81     83    103     88     95     73
184.4     83     97    112     87     98     73
186.2     73     92    104    111     97     80
187.9     76     90    105    106    104     79
189.8     80     98     97    102    102     69
191.5     75    101     98     83     97     78
193.3     79     96     99     87     99     78
195.1     91     85     93     89     98     87
196.8     86     97     90     94    100     83
198.6     75     91     91     80    108     78
200.4     83     79     97     87    101     78
202.1     92     88     73     94     93     70
203.9    102     85     85     84     85     75
205.7     93     82     78     89     78     74
207.4     79     97     84     93     74     77
209.3    102    105     75     90     87     77
211.0     93     97     78     89     87     75
212.8     87     88     75     96     87     70
214.6    107     88     85     86     78     70
216.3     95     97     81     94     79     73
218.1    102     96     89     79     73     74
219.9    112     91     79     83     73     72
221.6     98    114     68     81     90     77
223.4     90     95     69     82     83     76
225.2    104    110     83     82     85     71
226.9    100    114     82     78     78     74
228.8    107    108     76     95     81     67
230.5    113    109     86     82     82     59
232.3    117    102     75     79     74     70
234.1    120    117     90     77     72     71
235.8    126    115     79     73     74     67
237.6    123    120     87     67     72     67
239.4    138    124     84     68     74     57
241.1    123    131    107     69     72     58
242.9    132    125     96     60     61     58
244.7    121    144    102     54     65     54
246.5    126    138    102     51     61     51
248.3    145    132     96     48     60     51
250.0    136    129    101     50     49     45
251.8    125    134    111     53     59     44
253.6    131    144    106     58     56     48
255.3    130    156     97     46     59     42
257.1    147    157    114     51     47     43
258.9    143    144    114     53     58     33
260.7    131    139     97     46     59     40
262.4    145    152    118     52     57     42
264.2    143    149     97     49     52     45
266.0    151    144    125     44     55     37
267.8    152    163    116     51     50     41
269.5    136    146    121     47     52     40
271.3    153    161    115     55     51     44
273.1    148    157    121     59     48     49
274.9    136    145    124     53     54     50
276.6    137    138    122     58     55     47
278.4    132    159    134     53     46     47
280.2    130    154    115     63     54     39
281.9    146    153    135     63     53     46
283.7    133    144    127     71     46     44
285.5    125    124    158     76     49     47
287.3    123    140    132     69     41     41
289.1    133    166    143     68     48     41
290.8    124    127    131     66     48     48
292.6    120    170    134     67     51     45
294.4    133    168    128     79     48     50
296.1    139    142    128     81     50     45
297.9    155    164    142     80     51     44
299.7    146    186    121     95     61     45
301.4    120    180    147     89     61     67
303.3    132    177    123    102     61     55
305.0    133    167    120    111     68     62
306.8    141    170    128    116     66     68
308.6    149    152    157    143     81     73
310.3    150    184    155    143     97     78
312.1    120    147    164    116     78     79
313.9    153    151    151    108     86     71
315.6    156    168    172    119     96     72
317.4    138    134    180    130     91     69
319.2    119    144    152    115     83     68
320.9    125    160    163    127     93     69
322.8    138    158    159    129    100     69
324.5    124    139    168    133     97     59
326.3    113    147    169    139     87     66
328.1    139    139    166    125    101     67
329.8    132    141    139    125    101     59
331.6    118    146    132    112     87     61
333.4    108    131    139    107    100     72
335.1    110    128    146    123    101     72
336.9    111    120    115    122    102     73
338.7    115    128    131    111    106     81
340.4    117    107    122    105    107     85
342.3    106    113    129    111     96     94
344.0    118    106    118    113    101     91
345.8    106    122    124    108    105     88
347.6     98    109    112    114    103     75
349.3    106    107    117    109    106     80
351.1    111    118    108    115    102     85
352.9     93    104    101    106    107     79
354.6     99    102     91    101    107     80
356.4     88    100     94     99    111     76
358.2     90    105     99     97    111     79
