  1.3     83     84     81     82     84     86     90     95     99     99     94     88     84
  2.7     84     83     76     79     85     88     93     99    103    101     95     92     90
  4.0     94     88     74     81     85     84     94    103    100     95     99    100     85
  6.6     85     86     73     74     80     84     93     99    101    104    109    104     84
  9.3     93     81     66     75     78     78     91    100     98     95    100    101     86
 13.0     94     80     70     64     69     78     85     91     99    104    101     92     81
 27.0     84     79     62     66     56     49     66     85     89     87     93     96     81
 40.0     81     71     65     60     55     48     48     59     76     88     90     83     74
 66.6     72     64     58     59     55     45     42     51     67     76     78     74     69
