303.3     50     70     78     51     49     51
305.0     51     58     80     67     55     43
306.8     50     50     71     55     54     61
308.6     63     58     76     74     58     54
310.3     59     68     76     70     63     67
312.1     51     62     77     70     61     55
313.9     56     66     75     62     74     61
315.6     46     54     81     61     62     62
317.4     61     62     58     72     63     63
319.2     57     59     70     74     72     74
320.9     48     64     74     79     64     67
322.8     48     56     62     71     49     59
324.5     49     59     75     74     62     67
326.3     47     47     70     72     63     67
328.1     56     53     73     59     58     74
329.8     54     54     68     79     76     64
331.6     48     61     57     60     77     58
333.4     43     53     73     72     57     61
335.1     47     57     72     70     63     69
336.9     47     46     66     87     59     66
338.7     47     53     53     71     64     60
340.4     38     52     59     65     73     62
342.3     42     55     55     66     70     69
344.0     41     60     65     70     75     63
345.8     49     50     64     66     66     57
347.6     35     41     63     69     57     59
349.3     42     40     69     62     64     68
351.1     42     43     57     65     58     62
352.9     37     44     55     65     66     61
354.6     37     48     49     62     65     58
356.4     33     46     60     55     67     59
358.2     34     42     58     64     60     58

