260.6 -1092 -1367 -1724 -2016 -1897
262.4 -1084 -1390 -1763 -2019 -1913
264.1 -1084 -1333 -1740 -2031 -1914
266.0 -1065 -1326 -1708 -2023 -1924
267.8 -1078 -1333 -1705 -2038 -1921
269.5 -1099 -1312 -1664 -2039 -1940
271.3 -1047 -1330 -1660 -2027 -1939
273.0 -1073 -1317 -1678 -2023 -1936
274.9 -1042 -1315 -1683 -2019 -1931
276.6 -1030 -1320 -1652 -2005 -1931
278.4 -1029 -1278 -1648 -2006 -1928
280.1  -999 -1250 -1634 -1984 -1915
281.9 -1003 -1226 -1611 -1985 -1906
283.6  -979 -1253 -1563 -1955 -1881
285.5  -940 -1187 -1540 -1925 -1881
287.3  -952 -1186 -1537 -1902 -1861
289.0  -990 -1159 -1536 -1885 -1851
290.8  -931 -1151 -1455 -1856 -1832
292.5  -923 -1138 -1432 -1833 -1849
294.4  -884 -1124 -1421 -1817 -1846
296.1  -869 -1112 -1432 -1782 -1815
297.9  -885 -1079 -1393 -1758 -1794
299.6  -880 -1068 -1352 -1704 -1784
301.4  -859 -1069 -1325 -1676 -1767
303.3  -838 -1047 -1272 -1627 -1742
305.0  -843 -1027 -1252 -1590 -1718
306.8  -803  -984 -1224 -1576 -1683
308.5  -789  -977 -1163 -1537 -1647
310.3  -762  -934 -1144 -1477 -1607
312.0  -738  -871 -1132 -1446 -1566
313.9  -721  -883 -1104 -1407 -1516
315.6  -705  -852 -1103 -1394 -1491
317.4  -662  -852 -1063 -1324 -1437
319.1  -672  -822 -1024 -1298 -1401
320.9  -628  -793  -968 -1247 -1346
322.8  -602  -771  -902 -1185 -1306
324.5  -570  -711  -874 -1149 -1263
326.3  -541  -673  -821 -1090 -1198
328.0  -528  -655  -764 -1032 -1154
329.8  -513  -615  -744  -966 -1083
331.6  -462  -562  -708  -932 -1034
333.4  -404  -515  -669  -872  -987
335.1  -374  -475  -579  -816  -919
336.9  -331  -440  -539  -749  -858
338.6  -288  -372  -479  -694  -793
340.4  -251  -308  -437  -618  -729
342.3  -199  -268  -386  -555  -658
344.0  -157  -221  -306  -500  -598
345.8  -107  -188  -254  -429  -542
347.5   -60  -135  -178  -372  -475
349.3   -16   -90  -127  -302  -413
351.1    40   -35   -66  -226  -341
352.9    94    21   -13  -164  -270
354.6   144    69    31  -100  -207
356.4   191   137    80   -40  -150
358.1   239   193   149    13   -80
